Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,10.794090017486823,11.564705288010803
2.0,16.98534368080702,17.634129290621786
3.0,22.766058176774667,23.344472750886247
4.0,28.208735826445057,28.775287550899503
5.0,33.36724714298809,33.98249230066404
6.0,38.283783469370405,39.00676873218411
7.0,42.99275187956368,43.876939806555114
8.0,47.522161360479664,48.61017960057617
9.0,51.89472212151755,53.20995523741532
10.0,56.12809234450156,57.659959095748945
