Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,27.776620865796893,28.739463330197506
2.0,38.94378755884411,40.24274426831488
3.0,48.63495480988359,50.28798966233687
4.0,57.24841950021242,59.273703558274825
5.0,65.03091434900196,67.44702604117658
6.0,72.14786676952052,74.97043662691321
7.0,78.71520710761716,81.95187229953927
8.0,84.81472659527637,88.45905070774188
9.0,89.79685015342965,93.80791576224951
10.0,90.72706244285118,94.84732676365392
