Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,26.71983221431866,28.0380849184937
2.0,36.49648235735857,38.41927003815416
3.0,44.711986595933496,47.18381728503947
4.0,51.84175793461584,54.83024652874395
5.0,58.16509594024373,61.65210279981914
6.0,63.861250035784224,67.83443331502602
7.0,69.05112445822843,73.4966296663073
8.0,73.8172458216289,78.71218493282039
9.0,78.21568637938786,83.51980450359979
10.0,82.28110127846507,87.92542352549852
