Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,23.726887766220212,27.03772435225234
2.0,29.52619037528581,34.42120345827349
3.0,33.7497899527555,39.77417457287681
4.0,37.08370327318883,43.997511504821475
5.0,39.84988159361255,47.51155213063627
6.0,42.22187554350796,50.53895838051525
7.0,44.30101035390875,53.204884597689514
8.0,46.14843096116967,55.578732788372754
9.0,47.80080739310732,57.69388081894702
10.0,49.27771842228492,59.5560132944334
