Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,25.622490328026117,25.584831815422092
2.0,35.839941292121274,35.376633618742645
3.0,45.36051598683613,44.578067235121296
4.0,54.304323409005704,53.31070626419072
5.0,62.763401394722486,61.66017137612297
6.0,70.81001356107404,69.68896253192412
7.0,78.50077910744812,77.44144580861511
8.0,85.88076430473788,84.94615956690295
9.0,92.98438179115247,92.21473682423405
10.0,95.61130586102102,95.18537776507712
