Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,32.77662086579693,33.73946333019758
2.0,43.94378755884411,45.24274426831488
3.0,53.634954809883595,55.28798966233688
4.0,62.248419500212464,64.27370355827492
5.0,70.03091434900196,72.44702604117658
6.0,77.14786676952052,79.97043662691321
7.0,83.71520710761715,86.95187229953925
8.0,89.62532904581192,93.26995400417056
9.0,90.88704293559657,94.7291204618672
10.0,91.43229939379611,95.32087451386278
