Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,11.305083765114686,13.519228565522873
2.0,17.62272317760916,20.68227042946565
3.0,23.154527515944903,26.987680608453573
4.0,28.111829184903332,32.68225222946534
5.0,32.626419287851306,37.91659992880218
6.0,36.78718074688448,42.78802695379861
7.0,40.656955774483244,47.359142231361915
8.0,44.28085569143537,51.665942842986205
9.0,47.69039782975391,55.71943137321789
10.0,50.906281918415665,59.50218997070386
