Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,30.622490328026114,30.58483181542209
2.0,40.83994129212126,40.37663361874263
3.0,50.360515986836134,49.5780672351213
4.0,59.304323409005704,58.31070626419073
5.0,67.76340139472246,66.66017137612295
6.0,75.81001356107406,74.68896253192413
7.0,83.50077910744811,82.4414458086151
8.0,90.88076430473791,89.94615956690298
9.0,95.41800279458329,94.79981994129747
10.0,96.0154897103319,95.64979132629544
