Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,10.482940608672816,13.081960547736147
2.0,15.814392168804709,19.559447030800918
3.0,20.348050734362847,25.089248260893033
4.0,24.32601962935751,29.975123268791144
5.0,27.890660030065305,34.393001908454266
6.0,31.133998358966227,38.45234071682387
7.0,34.11821246636983,42.22144902866999
8.0,36.88671450165651,45.73956809792929
9.0,39.46859202913597,49.0200398672569
10.0,41.88195954539613,52.04875556564263
