Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,7.80159455905468,12.45893966738636
2.0,10.298789617173204,17.123943989424724
3.0,12.165822457272622,20.59095131753484
4.0,13.673404444487705,23.395141192357077
5.0,14.949025356215868,25.785272954337817
6.0,16.061965346701076,27.892504881797073
7.0,17.05297129078682,29.78910530788546
8.0,17.947015988626276,31.512863725455322
9.0,18.758881685948293,33.07660219856033
10.0,19.49635934650414,34.47092344784282
