Area [m^2],Final Collector Temperature [C],Final Tank Water Temperature [C]
1.0,31.71983221431867,33.03808491849375
2.0,41.49648235735857,43.41927003815416
3.0,49.711986595933496,52.18381728503947
4.0,56.84175793461586,59.83024652874397
5.0,63.16509594024367,66.65210279981906
6.0,68.8612500357842,72.83443331502599
7.0,74.05112445822846,78.49662966630734
8.0,78.8172458216289,83.71218493282039
9.0,83.21568637938786,88.51980450359979
10.0,87.28110127846507,92.92542352549852
